"","ID","Vehicles"
"2091",20170926021,67
"2092",20170926031,58
"2093",20170926041,51
"2094",20170926051,48
"2095",20170926061,51
"2096",20170926071,58
"2097",20170926081,65
"2098",20170926091,76
"2099",20170926101,94
"2100",20170926111,106
"2101",20170926121,111
"2102",20170926131,101
"2103",20170926141,108
"2104",20170926151,109
"2105",20170926161,106
"2106",20170926171,106
"2107",20170926181,109
"2108",20170926191,115
"2109",20170926201,115
"2110",20170926211,110
"2111",20170926221,108
"2112",20170926231,102
"2113",20170927001,96
"2114",20170927011,79
"2115",20170927021,69
"2116",20170927031,59
"2117",20170927041,52
"2118",20170927051,49
"2119",20170927061,52
"2120",20170927071,59
"2121",20170927081,66
"2122",20170927091,78
"2123",20170927101,97
"2124",20170927111,109
"2125",20170927121,114
"2126",20170927131,103
"2127",20170927141,111
"2128",20170927151,112
"2129",20170927161,109
"2130",20170927171,109
"2131",20170927181,111
"2132",20170927191,118
"2133",20170927201,118
"2134",20170927211,112
"2135",20170927221,111
"2136",20170927231,104
"2137",20170928001,98
"2138",20170928011,81
"2139",20170928021,71
"2140",20170928031,61
"2141",20170928041,54
"2142",20170928051,51
"2143",20170928061,54
"2144",20170928071,61
"2145",20170928081,68
"2146",20170928091,81
"2147",20170928101,99
"2148",20170928111,112
"2149",20170928121,117
"2150",20170928131,106
"2151",20170928141,114
"2152",20170928151,115
"2153",20170928161,112
"2154",20170928171,112
"2155",20170928181,115
"2156",20170928191,121
"2157",20170928201,121
"2158",20170928211,116
"2159",20170928221,114
"2160",20170928231,108
"2161",20170929001,100
"2162",20170929011,83
"2163",20170929021,72
"2164",20170929031,62
"2165",20170929041,55
"2166",20170929051,52
"2167",20170929061,55
"2168",20170929071,62
"2169",20170929081,70
"2170",20170929091,82
"2171",20170929101,101
"2172",20170929111,114
"2173",20170929121,119
"2174",20170929131,108
"2175",20170929141,116
"2176",20170929151,117
"2177",20170929161,114
"2178",20170929171,114
"2179",20170929181,117
"2180",20170929191,124
"2181",20170929201,123
"2182",20170929211,118
"2183",20170929221,116
"2184",20170929231,110
"2185",20170930001,100
"2186",20170930011,82
"2187",20170930021,72
"2188",20170930031,62
"2189",20170930041,55
"2190",20170930051,52
"2191",20170930061,54
"2192",20170930071,62
"2193",20170930081,70
"2194",20170930091,82
"2195",20170930101,101
"2196",20170930111,114
"2197",20170930121,119
"2198",20170930131,108
"2199",20170930141,116
"2200",20170930151,117
"2201",20170930161,114
"2202",20170930171,114
"2203",20170930181,117
"2204",20170930191,124
"2205",20170930201,123
"2206",20170930211,118
"2207",20170930221,116
"2208",20170930231,109
"2209",20171001001,93
"2210",20171001011,77
"2211",20171001021,67
"2212",20171001031,58
"2213",20171001041,51
"2214",20171001051,48
"2215",20171001061,51
"2216",20171001071,58
"2217",20171001081,65
"2218",20171001091,76
"2219",20171001101,94
"2220",20171001111,106
"2221",20171001121,111
"2222",20171001131,100
"2223",20171001141,108
"2224",20171001151,108
"2225",20171001161,106
"2226",20171001171,106
"2227",20171001181,108
"2228",20171001191,115
"2229",20171001201,114
"2230",20171001211,109
"2231",20171001221,108
"2232",20171001231,102
"2233",20171002001,99
"2234",20171002011,82
"2235",20171002021,71
"2236",20171002031,62
"2237",20171002041,54
"2238",20171002051,51
"2239",20171002061,54
"2240",20171002071,62
"2241",20171002081,69
"2242",20171002091,82
"2243",20171002101,100
"2244",20171002111,113
"2245",20171002121,118
"2246",20171002131,107
"2247",20171002141,115
"2248",20171002151,116
"2249",20171002161,113
"2250",20171002171,113
"2251",20171002181,116
"2252",20171002191,123
"2253",20171002201,122
"2254",20171002211,117
"2255",20171002221,115
"2256",20171002231,109
"2257",20171003001,96
"2258",20171003011,79
"2259",20171003021,69
"2260",20171003031,60
"2261",20171003041,53
"2262",20171003051,50
"2263",20171003061,52
"2264",20171003071,60
"2265",20171003081,67
"2266",20171003091,79
"2267",20171003101,97
"2268",20171003111,110
"2269",20171003121,115
"2270",20171003131,104
"2271",20171003141,112
"2272",20171003151,112
"2273",20171003161,110
"2274",20171003171,110
"2275",20171003181,112
"2276",20171003191,119
"2277",20171003201,119
"2278",20171003211,113
"2279",20171003221,111
"2280",20171003231,105
"2281",20171004001,91
"2282",20171004011,75
"2283",20171004021,65
"2284",20171004031,57
"2285",20171004041,50
"2286",20171004051,47
"2287",20171004061,50
"2288",20171004071,56
"2289",20171004081,63
"2290",20171004091,75
"2291",20171004101,92
"2292",20171004111,104
"2293",20171004121,108
"2294",20171004131,98
"2295",20171004141,106
"2296",20171004151,106
"2297",20171004161,104
"2298",20171004171,104
"2299",20171004181,106
"2300",20171004191,112
"2301",20171004201,112
"2302",20171004211,107
"2303",20171004221,105
"2304",20171004231,100
"2305",20171005001,91
"2306",20171005011,75
"2307",20171005021,66
"2308",20171005031,57
"2309",20171005041,50
"2310",20171005051,47
"2311",20171005061,50
"2312",20171005071,57
"2313",20171005081,64
"2314",20171005091,75
"2315",20171005101,92
"2316",20171005111,104
"2317",20171005121,109
"2318",20171005131,99
"2319",20171005141,106
"2320",20171005151,107
"2321",20171005161,104
"2322",20171005171,104
"2323",20171005181,107
"2324",20171005191,113
"2325",20171005201,113
"2326",20171005211,107
"2327",20171005221,106
"2328",20171005231,100
"2329",20171006001,93
"2330",20171006011,76
"2331",20171006021,67
"2332",20171006031,58
"2333",20171006041,51
"2334",20171006051,48
"2335",20171006061,50
"2336",20171006071,57
"2337",20171006081,64
"2338",20171006091,76
"2339",20171006101,94
"2340",20171006111,106
"2341",20171006121,110
"2342",20171006131,100
"2343",20171006141,108
"2344",20171006151,108
"2345",20171006161,106
"2346",20171006171,106
"2347",20171006181,108
"2348",20171006191,115
"2349",20171006201,114
"2350",20171006211,109
"2351",20171006221,107
"2352",20171006231,101
"2353",20171007001,94
"2354",20171007011,77
"2355",20171007021,67
"2356",20171007031,58
"2357",20171007041,51
"2358",20171007051,48
"2359",20171007061,51
"2360",20171007071,58
"2361",20171007081,65
"2362",20171007091,77
"2363",20171007101,94
"2364",20171007111,107
"2365",20171007121,111
"2366",20171007131,101
"2367",20171007141,109
"2368",20171007151,109
"2369",20171007161,107
"2370",20171007171,107
"2371",20171007181,109
"2372",20171007191,116
"2373",20171007201,115
"2374",20171007211,110
"2375",20171007221,108
"2376",20171007231,102
"2377",20171008001,94
"2378",20171008011,78
"2379",20171008021,68
"2380",20171008031,59
"2381",20171008041,51
"2382",20171008051,49
"2383",20171008061,51
"2384",20171008071,58
"2385",20171008081,65
"2386",20171008091,77
"2387",20171008101,95
"2388",20171008111,107
"2389",20171008121,112
"2390",20171008131,102
"2391",20171008141,109
"2392",20171008151,110
"2393",20171008161,107
"2394",20171008171,107
"2395",20171008181,110
"2396",20171008191,116
"2397",20171008201,116
"2398",20171008211,111
"2399",20171008221,109
"2400",20171008231,103
"2401",20171009001,97
"2402",20171009011,80
"2403",20171009021,70
"2404",20171009031,60
"2405",20171009041,53
"2406",20171009051,50
"2407",20171009061,53
"2408",20171009071,60
"2409",20171009081,68
"2410",20171009091,80
"2411",20171009101,98
"2412",20171009111,111
"2413",20171009121,116
"2414",20171009131,105
"2415",20171009141,113
"2416",20171009151,113
"2417",20171009161,111
"2418",20171009171,111
"2419",20171009181,113
"2420",20171009191,120
"2421",20171009201,120
"2422",20171009211,114
"2423",20171009221,113
"2424",20171009231,106
"2425",20171010001,95
"2426",20171010011,79
"2427",20171010021,69
"2428",20171010031,59
"2429",20171010041,52
"2430",20171010051,49
"2431",20171010061,52
"2432",20171010071,59
"2433",20171010081,66
"2434",20171010091,78
"2435",20171010101,96
"2436",20171010111,109
"2437",20171010121,114
"2438",20171010131,103
"2439",20171010141,111
"2440",20171010151,111
"2441",20171010161,109
"2442",20171010171,109
"2443",20171010181,111
"2444",20171010191,118
"2445",20171010201,117
"2446",20171010211,112
"2447",20171010221,110
"2448",20171010231,104
"2449",20171011001,93
"2450",20171011011,76
"2451",20171011021,67
"2452",20171011031,58
"2453",20171011041,51
"2454",20171011051,48
"2455",20171011061,50
"2456",20171011071,57
"2457",20171011081,64
"2458",20171011091,76
"2459",20171011101,94
"2460",20171011111,105
"2461",20171011121,110
"2462",20171011131,100
"2463",20171011141,107
"2464",20171011151,108
"2465",20171011161,105
"2466",20171011171,106
"2467",20171011181,108
"2468",20171011191,114
"2469",20171011201,114
"2470",20171011211,109
"2471",20171011221,107
"2472",20171011231,101
"2473",20171012001,94
"2474",20171012011,78
"2475",20171012021,68
"2476",20171012031,59
"2477",20171012041,51
"2478",20171012051,49
"2479",20171012061,51
"2480",20171012071,58
"2481",20171012081,65
"2482",20171012091,77
"2483",20171012101,95
"2484",20171012111,107
"2485",20171012121,112
"2486",20171012131,102
"2487",20171012141,109
"2488",20171012151,110
"2489",20171012161,107
"2490",20171012171,107
"2491",20171012181,110
"2492",20171012191,116
"2493",20171012201,116
"2494",20171012211,111
"2495",20171012221,109
"2496",20171012231,103
"2497",20171013001,94
"2498",20171013011,78
"2499",20171013021,68
"2500",20171013031,59
"2501",20171013041,51
"2502",20171013051,49
"2503",20171013061,51
"2504",20171013071,58
"2505",20171013081,65
"2506",20171013091,77
"2507",20171013101,95
"2508",20171013111,107
"2509",20171013121,112
"2510",20171013131,102
"2511",20171013141,109
"2512",20171013151,110
"2513",20171013161,107
"2514",20171013171,107
"2515",20171013181,110
"2516",20171013191,116
"2517",20171013201,116
"2518",20171013211,111
"2519",20171013221,109
"2520",20171013231,103
"2521",20171014001,93
"2522",20171014011,76
"2523",20171014021,67
"2524",20171014031,58
"2525",20171014041,51
"2526",20171014051,48
"2527",20171014061,51
"2528",20171014071,57
"2529",20171014081,65
"2530",20171014091,76
"2531",20171014101,94
"2532",20171014111,106
"2533",20171014121,111
"2534",20171014131,100
"2535",20171014141,108
"2536",20171014151,108
"2537",20171014161,106
"2538",20171014171,106
"2539",20171014181,108
"2540",20171014191,115
"2541",20171014201,114
"2542",20171014211,109
"2543",20171014221,108
"2544",20171014231,102
"2545",20171015001,96
"2546",20171015011,79
"2547",20171015021,69
"2548",20171015031,60
"2549",20171015041,53
"2550",20171015051,50
"2551",20171015061,52
"2552",20171015071,59
"2553",20171015081,67
"2554",20171015091,79
"2555",20171015101,97
"2556",20171015111,109
"2557",20171015121,114
"2558",20171015131,104
"2559",20171015141,112
"2560",20171015151,112
"2561",20171015161,109
"2562",20171015171,110
"2563",20171015181,112
"2564",20171015191,119
"2565",20171015201,118
"2566",20171015211,113
"2567",20171015221,111
"2568",20171015231,105
"2569",20171016001,99
"2570",20171016011,81
"2571",20171016021,71
"2572",20171016031,61
"2573",20171016041,54
"2574",20171016051,51
"2575",20171016061,54
"2576",20171016071,61
"2577",20171016081,69
"2578",20171016091,81
"2579",20171016101,100
"2580",20171016111,112
"2581",20171016121,118
"2582",20171016131,107
"2583",20171016141,115
"2584",20171016151,115
"2585",20171016161,112
"2586",20171016171,112
"2587",20171016181,115
"2588",20171016191,122
"2589",20171016201,121
"2590",20171016211,116
"2591",20171016221,114
"2592",20171016231,108
"2593",20171017001,97
"2594",20171017011,80
"2595",20171017021,70
"2596",20171017031,60
"2597",20171017041,53
"2598",20171017051,50
"2599",20171017061,53
"2600",20171017071,60
"2601",20171017081,67
"2602",20171017091,80
"2603",20171017101,98
"2604",20171017111,111
"2605",20171017121,116
"2606",20171017131,105
"2607",20171017141,113
"2608",20171017151,113
"2609",20171017161,111
"2610",20171017171,111
"2611",20171017181,113
"2612",20171017191,120
"2613",20171017201,119
"2614",20171017211,114
"2615",20171017221,112
"2616",20171017231,106
"2617",20171018001,100
"2618",20171018011,82
"2619",20171018021,72
"2620",20171018031,62
"2621",20171018041,54
"2622",20171018051,52
"2623",20171018061,54
"2624",20171018071,62
"2625",20171018081,69
"2626",20171018091,82
"2627",20171018101,101
"2628",20171018111,114
"2629",20171018121,119
"2630",20171018131,108
"2631",20171018141,116
"2632",20171018151,116
"2633",20171018161,114
"2634",20171018171,114
"2635",20171018181,116
"2636",20171018191,123
"2637",20171018201,123
"2638",20171018211,117
"2639",20171018221,115
"2640",20171018231,109
"2641",20171019001,101
"2642",20171019011,83
"2643",20171019021,73
"2644",20171019031,63
"2645",20171019041,55
"2646",20171019051,52
"2647",20171019061,55
"2648",20171019071,63
"2649",20171019081,70
"2650",20171019091,83
"2651",20171019101,102
"2652",20171019111,115
"2653",20171019121,120
"2654",20171019131,109
"2655",20171019141,117
"2656",20171019151,118
"2657",20171019161,115
"2658",20171019171,115
"2659",20171019181,118
"2660",20171019191,125
"2661",20171019201,124
"2662",20171019211,119
"2663",20171019221,117
"2664",20171019231,110
"2665",20171020001,105
"2666",20171020011,87
"2667",20171020021,76
"2668",20171020031,66
"2669",20171020041,58
"2670",20171020051,54
"2671",20171020061,57
"2672",20171020071,65
"2673",20171020081,73
"2674",20171020091,86
"2675",20171020101,106
"2676",20171020111,120
"2677",20171020121,126
"2678",20171020131,114
"2679",20171020141,122
"2680",20171020151,123
"2681",20171020161,120
"2682",20171020171,120
"2683",20171020181,123
"2684",20171020191,130
"2685",20171020201,130
"2686",20171020211,124
"2687",20171020221,122
"2688",20171020231,115
"2689",20171021001,103
"2690",20171021011,85
"2691",20171021021,74
"2692",20171021031,64
"2693",20171021041,56
"2694",20171021051,53
"2695",20171021061,56
"2696",20171021071,63
"2697",20171021081,71
"2698",20171021091,84
"2699",20171021101,104
"2700",20171021111,117
"2701",20171021121,122
"2702",20171021131,111
"2703",20171021141,119
"2704",20171021151,120
"2705",20171021161,117
"2706",20171021171,117
"2707",20171021181,120
"2708",20171021191,127
"2709",20171021201,126
"2710",20171021211,121
"2711",20171021221,119
"2712",20171021231,112
"2713",20171022001,105
"2714",20171022011,87
"2715",20171022021,76
"2716",20171022031,65
"2717",20171022041,57
"2718",20171022051,54
"2719",20171022061,57
"2720",20171022071,65
"2721",20171022081,73
"2722",20171022091,86
"2723",20171022101,106
"2724",20171022111,120
"2725",20171022121,125
"2726",20171022131,114
"2727",20171022141,122
"2728",20171022151,123
"2729",20171022161,120
"2730",20171022171,120
"2731",20171022181,123
"2732",20171022191,130
"2733",20171022201,130
"2734",20171022211,124
"2735",20171022221,122
"2736",20171022231,115
"2737",20171023001,108
"2738",20171023011,89
"2739",20171023021,78
"2740",20171023031,67
"2741",20171023041,59
"2742",20171023051,56
"2743",20171023061,59
"2744",20171023071,67
"2745",20171023081,75
"2746",20171023091,89
"2747",20171023101,109
"2748",20171023111,123
"2749",20171023121,129
"2750",20171023131,117
"2751",20171023141,125
"2752",20171023151,126
"2753",20171023161,123
"2754",20171023171,123
"2755",20171023181,126
"2756",20171023191,133
"2757",20171023201,133
"2758",20171023211,127
"2759",20171023221,125
"2760",20171023231,118
"2761",20171024001,104
"2762",20171024011,85
"2763",20171024021,74
"2764",20171024031,64
"2765",20171024041,57
"2766",20171024051,54
"2767",20171024061,56
"2768",20171024071,64
"2769",20171024081,72
"2770",20171024091,85
"2771",20171024101,105
"2772",20171024111,118
"2773",20171024121,123
"2774",20171024131,112
"2775",20171024141,120
"2776",20171024151,121
"2777",20171024161,118
"2778",20171024171,118
"2779",20171024181,121
"2780",20171024191,128
"2781",20171024201,128
"2782",20171024211,122
"2783",20171024221,120
"2784",20171024231,113
"2785",20171025001,96
"2786",20171025011,79
"2787",20171025021,69
"2788",20171025031,60
"2789",20171025041,53
"2790",20171025051,50
"2791",20171025061,53
"2792",20171025071,60
"2793",20171025081,67
"2794",20171025091,79
"2795",20171025101,97
"2796",20171025111,110
"2797",20171025121,115
"2798",20171025131,104
"2799",20171025141,112
"2800",20171025151,113
"2801",20171025161,110
"2802",20171025171,110
"2803",20171025181,113
"2804",20171025191,119
"2805",20171025201,119
"2806",20171025211,113
"2807",20171025221,112
"2808",20171025231,106
"2809",20171026001,96
"2810",20171026011,79
"2811",20171026021,69
"2812",20171026031,60
"2813",20171026041,53
"2814",20171026051,50
"2815",20171026061,52
"2816",20171026071,60
"2817",20171026081,67
"2818",20171026091,79
"2819",20171026101,97
"2820",20171026111,110
"2821",20171026121,115
"2822",20171026131,104
"2823",20171026141,112
"2824",20171026151,112
"2825",20171026161,110
"2826",20171026171,110
"2827",20171026181,112
"2828",20171026191,119
"2829",20171026201,118
"2830",20171026211,113
"2831",20171026221,111
"2832",20171026231,105
"2833",20171027001,99
"2834",20171027011,81
"2835",20171027021,71
"2836",20171027031,61
"2837",20171027041,54
"2838",20171027051,51
"2839",20171027061,54
"2840",20171027071,61
"2841",20171027081,69
"2842",20171027091,81
"2843",20171027101,100
"2844",20171027111,112
"2845",20171027121,117
"2846",20171027131,106
"2847",20171027141,114
"2848",20171027151,115
"2849",20171027161,112
"2850",20171027171,112
"2851",20171027181,115
"2852",20171027191,122
"2853",20171027201,121
"2854",20171027211,116
"2855",20171027221,114
"2856",20171027231,108
"2857",20171028001,101
"2858",20171028011,84
"2859",20171028021,73
"2860",20171028031,63
"2861",20171028041,55
"2862",20171028051,52
"2863",20171028061,55
"2864",20171028071,63
"2865",20171028081,71
"2866",20171028091,83
"2867",20171028101,103
"2868",20171028111,116
"2869",20171028121,121
"2870",20171028131,110
"2871",20171028141,118
"2872",20171028151,118
"2873",20171028161,116
"2874",20171028171,116
"2875",20171028181,118
"2876",20171028191,125
"2877",20171028201,125
"2878",20171028211,119
"2879",20171028221,117
"2880",20171028231,111
"2881",20171029001,103
"2882",20171029011,85
"2883",20171029021,74
"2884",20171029031,64
"2885",20171029041,57
"2886",20171029051,53
"2887",20171029061,56
"2888",20171029071,64
"2889",20171029081,72
"2890",20171029091,85
"2891",20171029101,104
"2892",20171029111,118
"2893",20171029121,123
"2894",20171029131,112
"2895",20171029141,120
"2896",20171029151,121
"2897",20171029161,118
"2898",20171029171,118
"2899",20171029181,121
"2900",20171029191,128
"2901",20171029201,127
"2902",20171029211,122
"2903",20171029221,120
"2904",20171029231,113
"2905",20171030001,103
"2906",20171030011,85
"2907",20171030021,74
"2908",20171030031,64
"2909",20171030041,56
"2910",20171030051,53
"2911",20171030061,56
"2912",20171030071,64
"2913",20171030081,72
"2914",20171030091,85
"2915",20171030101,104
"2916",20171030111,118
"2917",20171030121,123
"2918",20171030131,112
"2919",20171030141,120
"2920",20171030151,121
"2921",20171030161,118
"2922",20171030171,118
"2923",20171030181,120
"2924",20171030191,128
"2925",20171030201,127
"2926",20171030211,121
"2927",20171030221,120
"2928",20171030231,113
"2929",20171031001,98
"2930",20171031011,81
"2931",20171031021,70
"2932",20171031031,61
"2933",20171031041,54
"2934",20171031051,51
"2935",20171031061,53
"2936",20171031071,61
"2937",20171031081,68
"2938",20171031091,80
"2939",20171031101,99
"2940",20171031111,112
"2941",20171031121,117
"2942",20171031131,106
"2943",20171031141,114
"2944",20171031151,114
"2945",20171031161,112
"2946",20171031171,112
"2947",20171031181,114
"2948",20171031191,121
"2949",20171031201,121
"2950",20171031211,115
"2951",20171031221,113
"2952",20171031231,107
"2953",20170701002,24
"2954",20170701012,20
"2955",20170701022,17
"2956",20170701032,15
"2957",20170701042,13
"2958",20170701052,12
"2959",20170701062,13
"2960",20170701072,15
"2961",20170701082,17
"2962",20170701092,20
"2963",20170701102,24
"2964",20170701112,27
"2965",20170701122,29
"2966",20170701132,26
"2967",20170701142,28
"2968",20170701152,28
"2969",20170701162,27
"2970",20170701172,27
"2971",20170701182,28
"2972",20170701192,30
"2973",20170701202,30
"2974",20170701212,28
"2975",20170701222,28
"2976",20170701232,26
"2977",20170702002,26
"2978",20170702012,21
"2979",20170702022,18
"2980",20170702032,16
"2981",20170702042,14
"2982",20170702052,13
"2983",20170702062,14
"2984",20170702072,16
"2985",20170702082,18
"2986",20170702092,21
"2987",20170702102,26
"2988",20170702112,29
"2989",20170702122,31
"2990",20170702132,28
"2991",20170702142,30
"2992",20170702152,30
"2993",20170702162,29
"2994",20170702172,29
"2995",20170702182,30
"2996",20170702192,32
"2997",20170702202,32
"2998",20170702212,30
"2999",20170702222,30
"3000",20170702232,28
"3001",20170703002,25
"3002",20170703012,20
"3003",20170703022,18
"3004",20170703032,15
"3005",20170703042,14
"3006",20170703052,13
"3007",20170703062,14
"3008",20170703072,15
"3009",20170703082,17
"3010",20170703092,20
"3011",20170703102,25
"3012",20170703112,28
"3013",20170703122,30
"3014",20170703132,27
"3015",20170703142,29
"3016",20170703152,29
"3017",20170703162,28
"3018",20170703172,28
"3019",20170703182,29
"3020",20170703192,31
"3021",20170703202,31
"3022",20170703212,29
"3023",20170703222,29
"3024",20170703232,27
"3025",20170704002,24
"3026",20170704012,19
"3027",20170704022,17
"3028",20170704032,15
"3029",20170704042,13
"3030",20170704052,12
"3031",20170704062,13
"3032",20170704072,15
"3033",20170704082,16
"3034",20170704092,19
"3035",20170704102,24
"3036",20170704112,27
"3037",20170704122,28
"3038",20170704132,25
"3039",20170704142,27
"3040",20170704152,27
"3041",20170704162,27
"3042",20170704172,27
"3043",20170704182,27
"3044",20170704192,29
"3045",20170704202,29
"3046",20170704212,28
"3047",20170704222,27
"3048",20170704232,26
"3049",20170705002,24
"3050",20170705012,19
"3051",20170705022,17
"3052",20170705032,15
"3053",20170705042,13
"3054",20170705052,12
"3055",20170705062,13
"3056",20170705072,15
"3057",20170705082,16
"3058",20170705092,19
"3059",20170705102,24
"3060",20170705112,27
"3061",20170705122,28
"3062",20170705132,25
"3063",20170705142,27
"3064",20170705152,28
"3065",20170705162,27
"3066",20170705172,27
"3067",20170705182,28
"3068",20170705192,29
"3069",20170705202,29
"3070",20170705212,28
"3071",20170705222,27
"3072",20170705232,26
"3073",20170706002,24
"3074",20170706012,20
"3075",20170706022,17
"3076",20170706032,15
"3077",20170706042,13
"3078",20170706052,12
"3079",20170706062,13
"3080",20170706072,15
"3081",20170706082,17
"3082",20170706092,20
"3083",20170706102,24
"3084",20170706112,27
"3085",20170706122,29
"3086",20170706132,26
"3087",20170706142,28
"3088",20170706152,28
"3089",20170706162,27
"3090",20170706172,27
"3091",20170706182,28
"3092",20170706192,30
"3093",20170706202,29
"3094",20170706212,28
"3095",20170706222,28
"3096",20170706232,26
"3097",20170707002,24
"3098",20170707012,20
"3099",20170707022,17
"3100",20170707032,15
"3101",20170707042,13
"3102",20170707052,12
"3103",20170707062,13
"3104",20170707072,15
"3105",20170707082,17
"3106",20170707092,20
"3107",20170707102,24
"3108",20170707112,28
"3109",20170707122,29
"3110",20170707132,26
"3111",20170707142,28
"3112",20170707152,28
"3113",20170707162,28
"3114",20170707172,28
"3115",20170707182,28
"3116",20170707192,30
"3117",20170707202,30
"3118",20170707212,28
"3119",20170707222,28
"3120",20170707232,26
"3121",20170708002,24
"3122",20170708012,20
"3123",20170708022,17
"3124",20170708032,15
"3125",20170708042,13
"3126",20170708052,13
"3127",20170708062,13
"3128",20170708072,15
"3129",20170708082,17
"3130",20170708092,20
"3131",20170708102,25
"3132",20170708112,28
"3133",20170708122,29
"3134",20170708132,26
"3135",20170708142,28
"3136",20170708152,28
"3137",20170708162,28
"3138",20170708172,28
"3139",20170708182,28
"3140",20170708192,30
"3141",20170708202,30
"3142",20170708212,29
"3143",20170708222,28
"3144",20170708232,27
"3145",20170709002,25
"3146",20170709012,21
"3147",20170709022,18
"3148",20170709032,16
"3149",20170709042,14
"3150",20170709052,13
"3151",20170709062,14
"3152",20170709072,16
"3153",20170709082,17
"3154",20170709092,21
"3155",20170709102,25
"3156",20170709112,29
"3157",20170709122,30
"3158",20170709132,27
"3159",20170709142,29
"3160",20170709152,29
"3161",20170709162,29
"3162",20170709172,29
"3163",20170709182,29
"3164",20170709192,31
"3165",20170709202,31
"3166",20170709212,30
"3167",20170709222,29
"3168",20170709232,27
"3169",20170710002,25
"3170",20170710012,20
"3171",20170710022,18
"3172",20170710032,15
"3173",20170710042,13
"3174",20170710052,13
"3175",20170710062,13
"3176",20170710072,15
"3177",20170710082,17
"3178",20170710092,20
"3179",20170710102,25
"3180",20170710112,28
"3181",20170710122,29
"3182",20170710132,27
"3183",20170710142,29
"3184",20170710152,29
"3185",20170710162,28
"3186",20170710172,28
"3187",20170710182,29
"3188",20170710192,30
"3189",20170710202,30
"3190",20170710212,29
"3191",20170710222,29
"3192",20170710232,27
"3193",20170711002,24
"3194",20170711012,20
"3195",20170711022,17
"3196",20170711032,15
"3197",20170711042,13
"3198",20170711052,12
"3199",20170711062,13
"3200",20170711072,15
"3201",20170711082,17
"3202",20170711092,20
"3203",20170711102,24
"3204",20170711112,27
"3205",20170711122,28
"3206",20170711132,26
"3207",20170711142,28
"3208",20170711152,28
"3209",20170711162,27
"3210",20170711172,27
"3211",20170711182,28
"3212",20170711192,30
"3213",20170711202,29
"3214",20170711212,28
"3215",20170711222,28
"3216",20170711232,26
"3217",20170712002,24
"3218",20170712012,20
"3219",20170712022,17
"3220",20170712032,15
"3221",20170712042,13
"3222",20170712052,13
"3223",20170712062,13
"3224",20170712072,15
"3225",20170712082,17
"3226",20170712092,20
"3227",20170712102,25
"3228",20170712112,28
"3229",20170712122,29
"3230",20170712132,26
"3231",20170712142,28
"3232",20170712152,28
"3233",20170712162,28
"3234",20170712172,28
"3235",20170712182,28
"3236",20170712192,30
"3237",20170712202,30
"3238",20170712212,29
"3239",20170712222,28
"3240",20170712232,27
"3241",20170713002,24
"3242",20170713012,20
"3243",20170713022,17
"3244",20170713032,15
"3245",20170713042,13
"3246",20170713052,13
"3247",20170713062,13
"3248",20170713072,15
"3249",20170713082,17
"3250",20170713092,20
"3251",20170713102,25
"3252",20170713112,28
"3253",20170713122,29
"3254",20170713132,26
"3255",20170713142,28
"3256",20170713152,28
"3257",20170713162,28
"3258",20170713172,28
"3259",20170713182,28
"3260",20170713192,30
"3261",20170713202,30
"3262",20170713212,29
"3263",20170713222,28
"3264",20170713232,27
"3265",20170714002,24
"3266",20170714012,20
"3267",20170714022,17
"3268",20170714032,15
"3269",20170714042,13
"3270",20170714052,12
"3271",20170714062,13
"3272",20170714072,15
"3273",20170714082,17
"3274",20170714092,20
"3275",20170714102,24
"3276",20170714112,27
"3277",20170714122,29
"3278",20170714132,26
"3279",20170714142,28
"3280",20170714152,28
"3281",20170714162,27
"3282",20170714172,27
"3283",20170714182,28
"3284",20170714192,30
"3285",20170714202,30
"3286",20170714212,28
"3287",20170714222,28
"3288",20170714232,26
"3289",20170715002,25
"3290",20170715012,20
"3291",20170715022,18
"3292",20170715032,15
"3293",20170715042,14
"3294",20170715052,13
"3295",20170715062,14
"3296",20170715072,15
"3297",20170715082,17
"3298",20170715092,20
"3299",20170715102,25
"3300",20170715112,28
"3301",20170715122,30
"3302",20170715132,27
"3303",20170715142,29
"3304",20170715152,29
"3305",20170715162,28
"3306",20170715172,28
"3307",20170715182,29
"3308",20170715192,31
"3309",20170715202,31
"3310",20170715212,29
"3311",20170715222,29
"3312",20170715232,27
"3313",20170716002,25
"3314",20170716012,21
"3315",20170716022,18
"3316",20170716032,16
"3317",20170716042,14
"3318",20170716052,13
"3319",20170716062,14
"3320",20170716072,16
"3321",20170716082,18
"3322",20170716092,21
"3323",20170716102,26
"3324",20170716112,29
"3325",20170716122,30
"3326",20170716132,28
"3327",20170716142,30
"3328",20170716152,30
"3329",20170716162,29
"3330",20170716172,29
"3331",20170716182,30
"3332",20170716192,31
"3333",20170716202,31
"3334",20170716212,30
"3335",20170716222,29
"3336",20170716232,28
"3337",20170717002,25
"3338",20170717012,21
"3339",20170717022,18
"3340",20170717032,16
"3341",20170717042,14
"3342",20170717052,13
"3343",20170717062,14
"3344",20170717072,16
"3345",20170717082,17
"3346",20170717092,21
"3347",20170717102,25
"3348",20170717112,29
"3349",20170717122,30
"3350",20170717132,27
"3351",20170717142,29
"3352",20170717152,29
"3353",20170717162,29
"3354",20170717172,29
"3355",20170717182,29
"3356",20170717192,31
"3357",20170717202,31
"3358",20170717212,29
"3359",20170717222,29
"3360",20170717232,27
"3361",20170718002,26
